number_of_features: 4
f1: sensor reading 1
f2: sensor reading 2
f3: sensor reading 3
f4: sensor reading 4
				
number_of_classes: 4
c1: Slight-Right-Turn
c2: Sharp-Right-Turn
c3: Move-Forward
c4: Slight-Left-Turn
				
number_of_samples: 5456
f1	f2	f3	f4	class
0.807	0.837	1.269	0.873	c2
0.823	0.834	1.281	0.871	c2
0.874	0.83	1.272	0.865	c2
0.806	0.822	1.274	0.867	c2
0.802	0.819	1.273	0.909	c2
0.804	0.818	1.279	0.856	c2
0.807	0.814	1.289	0.854	c2
0.813	0.826	1.81	0.849	c2
0.881	0.798	1.751	0.845	c2
0.892	0.792	1.821	0.845	c2
0.893	0.788	1.319	0.845	c2
0.895	0.785	1.325	0.845	c2
1.265	0.782	1.3	0.845	c3
1.269	0.779	1.305	0.849	c3
1.27	0.786	1.334	0.85	c3
1.27	0.774	1.343	0.85	c3
1.268	0.769	1.842	0.852	c3
1.265	0.776	1.338	0.855	c3
1.259	0.789	1.325	0.861	c3
1.251	0.776	1.317	0.869	c3
1.241	0.77	1.31	0.879	c3
1.229	0.766	1.821	0.891	c3
1.215	0.754	1.814	0.905	c3
1.2	0.752	1.803	0.92	c3
1.076	0.747	1.794	0.937	c3
1.057	0.741	1.788	0.954	c3
1.041	0.739	1.776	0.972	c3
1.025	0.727	1.769	0.991	c3
1.11	0.725	1.758	1.01	c3
1.004	0.719	1.746	1.029	c3
1.071	0.713	1.438	1.049	c3
1.051	0.71	1.723	1.069	c3
1.031	0.708	1.717	1.089	c3
1.012	0.692	1.705	1.109	c3
0.992	0.689	1.699	1.128	c3
0.972	0.687	1.69	1.148	c3
0.95	0.674	1.273	1.167	c3
0.934	0.671	1.668	1.186	c3
0.915	0.665	1.667	1.204	c3
0.893	0.66	1.575	1.223	c2
0.874	0.654	1.646	1.242	c2
0.856	0.648	1.543	1.261	c2
0.837	0.645	1.497	1.279	c2
0.818	0.632	1.626	1.298	c2
0.801	0.634	1.522	1.315	c2
0.786	0.619	1.48	1.329	c2
0.778	0.608	1.613	1.336	c2
0.779	0.603	1.618	1.334	c2
0.782	0.602	1.626	1.33	c2
0.784	0.602	1.627	1.329	c2
0.784	0.603	1.627	1.329	c2
0.784	0.602	1.627	1.329	c2
0.784	0.602	1.627	1.329	c2
0.783	0.601	1.628	1.326	c2
0.783	0.596	1.629	1.326	c2
0.783	0.595	1.63	1.325	c2
0.784	0.594	1.632	1.328	c2
0.784	0.592	0.855	1.328	c2
0.784	0.59	1.64	1.328	c2
0.785	0.589	0.861	1.331	c2
0.786	0.588	1.632	1.332	c2
0.786	0.587	1.63	1.332	c2
0.785	0.59	1.631	1.349	c2
0.784	0.584	1.636	5	c2
0.784	0.578	1.645	5	c2
0.783	0.576	1.653	1.21	c2
0.783	0.574	1.652	1.206	c2
0.783	0.572	1.653	1.205	c2
0.783	0.57	1.661	1.208	c2
0.782	0.572	1.67	1.21	c2
0.781	0.577	1.976	5	c2
0.78	0.568	2.377	5	c2
0.779	0.562	2.392	5	c2
0.778	0.557	2.391	1.208	c2
0.777	0.555	2.393	5	c2
0.776	0.553	2.395	1.201	c2
0.779	0.555	2.4	1.417	c2
0.779	0.553	2.567	0.616	c2
0.773	0.552	2.866	0.605	c2
0.771	0.564	2.869	0.606	c2
0.769	0.552	2.94	0.605	c2
0.767	0.551	2.871	0.593	c2
0.765	0.551	2.863	0.588	c2
0.763	0.55	2.862	0.637	c2
0.762	0.578	2.864	0.633	c2
0.761	0.588	2.866	0.589	c2
0.763	0.798	1.377	0.569	c2
0.766	0.686	1.368	0.565	c2
0.779	0.586	1.368	0.553	c2
0.765	0.681	1.369	0.545	c2
0.761	0.663	1.448	0.539	c2
0.76	0.775	1.377	0.537	c2
0.763	0.813	1.414	0.536	c2
0.766	0.567	1.383	0.531	c2
0.776	0.572	1.374	0.529	c2
0.794	0.577	1.372	0.524	c2
1.65	0.75	1.373	0.522	c3
1.665	0.743	1.375	0.521	c3
1.664	0.741	1.377	0.521	c3
1.664	0.738	1.379	0.521	c3
0.934	0.736	1.38	0.523	c3
0.925	0.736	1.381	0.527	c3
0.917	0.734	1.383	0.533	c3
0.873	0.731	1.386	0.541	c2
0.91	0.727	1.39	0.552	c3
0.892	0.722	1.396	0.565	c2
0.887	0.716	1.401	0.578	c2
0.871	0.71	1.409	0.592	c2
0.856	0.703	1.413	0.606	c2
1.556	0.697	1.419	0.619	c3
1.547	0.692	1.424	0.631	c3
1.536	0.691	1.429	0.642	c3
1.533	0.687	1.432	0.647	c3
1.533	0.686	1.433	0.648	c3
1.531	0.686	1.434	0.649	c3
1.529	0.685	1.434	0.651	c3
1.527	0.685	1.435	0.654	c3
1.524	0.684	1.436	0.656	c3
1.523	0.683	1.437	0.657	c3
1.522	0.682	1.437	0.658	c3
0.904	0.682	1.435	0.661	c3
0.9	0.68	1.44	0.667	c2
0.892	0.676	1.443	0.676	c2
1.492	0.672	1.448	0.687	c3
1.479	0.668	1.452	0.7	c3
0.851	0.666	1.454	0.712	c2
0.844	0.661	1.461	0.723	c2
1.439	0.657	1.462	0.735	c3
0.88	0.655	1.469	0.747	c2
1.415	0.651	1.473	0.758	c3
1.407	0.643	1.466	0.769	c3
1.396	0.636	1.48	0.78	c3
1.385	0.632	1.48	0.794	c3
1.374	0.629	1.49	0.801	c3
1.36	0.622	1.509	0.812	c3
1.348	0.618	1.527	0.824	c3
0.885	0.613	1.508	0.838	c2
1.315	0.608	1.529	0.856	c3
1.302	0.604	1.531	0.87	c3
1.287	0.598	1.576	0.888	c3
1.269	0.593	1.569	0.906	c3
1.252	0.588	1.577	0.923	c3
1.235	0.583	1.586	0.94	c3
1.219	0.579	1.588	0.957	c3
1.203	0.575	1.587	0.973	c3
1.187	0.57	1.601	0.99	c3
0.867	0.565	1.607	1.008	c2
1.154	0.561	1.613	1.025	c3
1.14	0.556	1.622	1.043	c3
1.123	0.552	1.625	1.062	c3
1.106	0.547	1.631	1.081	c3
1.09	0.543	1.637	1.099	c3
1.074	0.539	1.644	1.116	c3
1.06	0.535	1.649	1.132	c3
1.049	0.532	1.655	1.149	c3
1.037	0.528	3.165	1.165	c3
1.021	0.521	1.671	1.183	c3
1.006	0.518	1.748	1.201	c3
0.986	0.516	1.779	1.218	c3
0.967	0.513	1.757	1.237	c3
0.826	0.51	1.761	1.255	c2
0.93	0.508	1.749	1.274	c3
0.855	0.506	1.713	1.293	c2
0.898	0.503	1.72	1.312	c2
0.879	0.501	1.725	1.331	c2
0.863	0.499	1.732	1.35	c2
0.848	0.496	1.74	1.369	c2
0.834	0.494	1.744	1.386	c2
0.824	0.493	1.75	1.161	c2
0.821	0.49	1.966	1.4	c2
0.827	0.49	1.769	1.398	c2
0.828	0.49	1.772	1.395	c2
0.829	0.49	3.206	1.395	c2
0.829	0.49	1.952	1.395	c2
0.828	0.489	3.207	1.395	c2
0.828	0.489	3.211	1.399	c2
0.828	0.488	1.952	1.395	c2
0.831	0.487	1.952	1.398	c2
0.828	0.486	1.952	1.398	c2
0.832	0.485	1.949	1.397	c2
0.831	0.484	1.949	1.145	c2
0.834	0.483	1.949	1.142	c2
1.447	0.482	1.952	1.141	c1
1.101	0.481	1.956	1.14	c1
1.101	0.48	1.77	1.135	c1
1.1	0.479	1.767	1.135	c1
1.1	0.479	1.768	1.133	c1
1.096	0.48	1.768	1.136	c1
1.095	0.479	1.771	1.137	c1
1.098	0.48	1.768	1.135	c1
1.095	0.479	1.775	1.14	c1
1.092	0.48	1.773	1.144	c1
1.086	0.48	1.775	1.149	c1
1.077	0.48	1.777	1.152	c1
0.823	0.481	1.779	1.16	c2
1.473	0.481	1.779	1.168	c1
1.464	0.482	1.781	1.175	c1
1.455	0.483	1.787	1.187	c1
1.446	0.484	1.783	1.117	c1
1.438	0.484	1.786	1.13	c1
1.428	0.485	1.791	0.582	c1
1.421	0.486	1.79	0.578	c1
1.414	0.487	1.792	0.578	c1
1.41	0.488	1.794	0.574	c1
1.403	0.49	1.802	0.578	c1
1.395	0.491	1.804	1.037	c1
1.387	0.493	1.809	1.045	c1
1.379	0.494	1.868	1.028	c1
1.371	0.496	2.038	0.584	c3
1.366	0.497	2.042	1.065	c3
1.355	0.499	1.638	1.061	c3
1.279	0.502	1.646	1.306	c3
1.274	0.504	1.655	1.077	c3
1.33	0.508	1.664	1.06	c3
1.32	0.512	1.68	0.9	c3
1.31	0.517	1.691	0.914	c3
1.298	0.522	1.706	0.923	c3
1.286	0.528	1.722	0.932	c3
1.275	0.534	1.739	0.958	c3
1.264	0.54	1.759	0.976	c3
1.246	0.547	1.834	0.999	c3
1.228	0.554	1.794	1.461	c3
1.21	0.561	1.812	1.483	c3
1.191	0.568	1.831	1.499	c3
1.172	0.575	1.85	1.522	c3
1.156	0.582	1.865	1.542	c3
1.101	0.589	1.893	0.947	c3
1.082	0.596	1.91	0.969	c3
1.06	0.603	1.93	1.561	c3
1.04	0.61	1.93	1.619	c3
1.021	0.618	1.934	1.553	c3
1.002	0.625	1.986	1.56	c3
0.982	0.632	2.061	1.584	c3
0.963	0.64	2.087	1.607	c3
0.945	0.647	2.087	1.63	c3
0.926	0.651	2.091	1.643	c3
0.907	0.655	2.094	1.666	c3
0.889	0.669	3.038	1.783	c2
0.871	0.671	3.031	1.803	c2
0.853	0.676	3.023	1.821	c2
0.835	0.674	3.017	1.57	c2
0.821	0.675	3.01	1.671	c2
1.085	0.68	3.004	1.688	c3
1.469	0.68	2.291	1.133	c3
1.467	0.678	2.242	1.115	c3
1.471	0.676	2.246	1.115	c3
1.471	0.676	2.248	1.108	c3
1.47	0.677	2.224	1.11	c3
1.468	0.678	2.296	0.774	c3
1.463	0.68	2.251	1.116	c3
1.456	0.682	2.243	1.125	c3
1.065	0.685	2.248	0.777	c3
1.056	0.69	2.298	1.157	c3
1.049	0.695	2.298	1.172	c3
1.038	0.701	2.98	0.788	c3
1.029	0.707	2.974	0.804	c3
0.714	0.715	2.967	0.814	c2
0.695	0.723	2.96	1.556	c2
0.672	0.734	2.952	1.797	c2
0.653	0.742	2.944	1.669	c2
0.639	0.75	2.938	2.068	c2
0.625	0.757	2.931	1.577	c2
0.612	0.764	2.925	1.599	c2
0.601	0.767	2.922	1.167	c2
0.595	0.766	2.922	1.524	c2
0.595	0.765	2.923	1.523	c2
0.596	0.761	2.925	1.525	c2
0.597	0.76	2.925	5	c2
0.6	0.76	2.926	1.523	c2
0.6	0.759	2.252	0.845	c2
0.603	0.758	2.249	5	c2
1.056	0.757	2.929	0.819	c3
1.062	0.756	2.929	1.769	c3
1.062	0.755	2.93	1.718	c3
1.424	0.754	2.06	0.997	c3
1.422	0.754	2.063	5	c3
1.421	0.755	2.06	5	c3
1.597	0.757	2.063	1.769	c3
1.054	0.758	2.925	1.005	c3
1.595	0.76	2.923	1.724	c3
1.586	0.763	2.919	1.722	c3
1.066	0.767	2.913	5	c3
1.219	0.772	2.906	5	c3
1.205	0.779	2.899	1.375	c3
0.993	0.782	2.89	5	c3
0.976	0.782	2.88	5	c3
0.96	0.781	2.87	1.425	c3
0.941	0.781	2.859	5	c3
0.925	0.775	2.848	5	c3
0.909	0.776	2.837	5	c3
0.889	0.777	2.826	1.415	c2
0.872	0.779	2.815	5	c2
0.856	0.781	2.347	1.432	c2
0.839	0.784	2.791	1.593	c2
0.822	0.791	2.78	1.472	c2
0.806	0.901	2.364	1.951	c2
0.792	0.902	2.759	0.977	c2
0.779	0.901	2.751	0.974	c2
0.771	0.805	2.745	0.978	c2
0.769	0.8	2.746	5	c2
0.77	0.799	2.75	4.331	c2
0.77	0.798	2.751	4.334	c2
0.77	0.794	2.749	4.333	c2
0.77	0.793	2.752	4.321	c2
0.769	0.792	2.753	4.317	c2
0.769	0.791	2.754	4.315	c2
0.769	0.791	2.755	4.312	c2
0.769	0.79	2.756	0.985	c2
0.769	0.789	2.756	0.974	c2
0.768	0.789	2.757	0.967	c2
0.768	0.789	2.754	0.966	c2
0.768	0.788	2.755	1.316	c2
0.768	0.787	2.759	0.945	c2
0.768	0.405	2.76	0.93	c2
0.768	0.397	2.761	0.925	c2
0.77	0.393	3.23	0.921	c2
0.77	0.392	2.765	0.919	c2
0.776	0.39	2.766	0.917	c2
0.784	0.389	2.66	0.912	c2
0.773	0.384	2.66	0.91	c2
0.769	0.386	2.657	0.909	c2
0.768	0.411	2.658	0.91	c2
0.768	0.782	2.679	0.909	c2
0.77	0.43	2.665	0.902	c2
0.774	0.808	2.666	0.9	c2
0.784	0.379	2.668	0.898	c2
1.772	0.372	2.66	0.892	c1
1.768	0.369	2.661	0.89	c1
0.915	0.367	2.663	0.889	c1
0.917	0.747	2.662	0.888	c3
0.912	0.745	2.663	0.889	c3
0.912	0.745	2.663	0.89	c3
0.908	0.746	2.662	0.893	c3
0.908	0.746	2.662	0.894	c3
0.911	0.746	2.662	0.895	c3
0.912	0.745	2.663	0.894	c3
0.905	0.743	2.665	0.901	c3
0.899	0.74	2.669	0.905	c2
0.888	0.736	2.673	0.915	c2
0.879	0.732	2.678	0.927	c2
0.871	0.726	2.684	0.939	c2
0.856	0.393	2.693	0.942	c2
0.849	0.379	2.699	0.929	c2
1.673	0.382	2.706	0.932	c1
1.669	0.386	2.711	0.938	c1
2.672	0.392	2.714	0.942	c1
2.672	0.701	2.715	0.941	c3
2.075	0.404	2.714	0.94	c1
1.671	0.398	2.714	0.94	c1
2.075	0.402	2.714	0.941	c1
2.67	0.43	2.715	0.943	c1
2.666	0.428	2.716	0.945	c1
2.662	0.697	2.719	0.948	c3
2.655	0.695	2.721	0.952	c3
2.648	0.689	2.725	0.957	c3
2.64	0.685	2.729	0.96	c3
2.63	0.682	2.733	0.967	c3
2.62	0.678	2.737	0.975	c3
2.403	0.675	2.173	0.984	c3
2.389	0.481	2.155	0.923	c1
2.585	0.667	2.149	0.936	c3
2.569	0.663	2.126	0.952	c3
2.549	0.659	2.123	0.963	c3
2.325	0.555	2.602	0.976	c3
1.5	0.65	2.586	0.994	c3
1.479	0.536	2.072	1.01	c3
1.458	0.642	2.779	1.027	c3
1.44	0.638	2.787	1.045	c3
1.421	0.633	2.051	1.066	c3
1.412	0.628	2.041	1.084	c3
2.395	0.624	2.035	1.103	c3
1.367	0.619	2.806	0.59	c3
1.348	0.615	2.808	0.599	c3
1.326	0.61	2.082	0.611	c3
1.309	0.606	2.132	0.626	c3
1.286	0.601	2.117	0.638	c3
1.27	0.597	2.11	0.654	c3
1.264	0.592	2.118	0.672	c3
1.248	0.587	2.111	0.687	c3
1.214	0.582	2.838	0.702	c3
1.989	0.578	2.097	0.714	c3
1.97	0.571	2.839	0.728	c3
2.159	0.567	2.149	0.745	c3
1.933	0.565	2.143	0.759	c3
1.917	0.561	2.822	0.774	c3
1.895	0.557	2.809	0.788	c3
1.105	0.553	2.797	0.802	c3
1.088	0.549	2.139	0.817	c3
2.044	0.545	2.773	0.832	c3
2.024	0.541	2.124	0.849	c3
2.004	0.537	2.748	0.863	c3
1.984	0.533	2.735	0.879	c3
1.964	0.529	1.891	0.895	c3
1.943	0.525	1.885	0.91	c3
1.924	0.521	1.883	0.925	c3
1.904	0.517	1.888	0.94	c3
1.885	0.513	1.924	0.956	c3
0.575	0.51	2.664	0.97	c2
0.575	0.506	1.915	0.985	c2
1.828	0.502	1.875	1	c3
0.574	0.498	1.87	1.016	c2
1.79	0.494	1.87	1.03	c1
1.773	0.491	1.869	1.043	c1
0.803	0.488	1.866	1.055	c2
0.787	0.485	1.872	1.066	c2
0.776	0.482	2.585	1.077	c2
0.765	0.48	1.885	1.084	c2
0.763	0.478	1.773	1.084	c2
0.766	0.479	1.777	1.081	c2
0.766	0.478	1.782	1.079	c2
0.766	0.478	1.78	1.082	c2
0.766	0.477	1.777	1.082	c2
0.765	0.477	1.777	1.085	c2
0.765	0.473	1.774	1.082	c2
0.767	0.476	1.776	1.106	c2
0.767	0.475	1.78	1.112	c2
0.767	0.474	1.781	1.081	c2
0.779	0.473	1.783	1.074	c2
1.512	0.472	1.785	1.073	c1
1.505	0.471	1.788	1.071	c1
1.514	0.47	2.023	1.066	c1
1.726	0.468	2.032	1.065	c1
1.725	0.468	2.028	1.066	c1
1.724	0.469	2.595	1.067	c1
1.724	0.469	1.993	1.067	c1
1.724	0.469	2.062	1.067	c1
1.724	0.469	2.063	1.067	c1
1.724	0.469	2.062	1.067	c1
1.724	0.469	2.027	1.067	c1
1.723	0.469	2.6	1.067	c1
1.723	0.469	2.619	1.068	c1
1.723	0.468	2.594	1.067	c1
1.723	0.468	2.595	1.067	c1
1.723	0.469	2.598	1.067	c1
1.723	0.468	2.595	1.067	c1
1.722	0.468	2.603	1.067	c1
1.72	0.468	2.592	1.069	c1
0.569	0.468	2.593	1.072	c2
1.711	0.467	1.79	1.077	c1
1.704	0.466	1.784	1.082	c1
1.696	0.466	1.774	1.089	c1
0.57	0.465	1.771	1.095	c2
1.68	0.464	1.771	1.102	c1
1.672	0.463	1.76	1.109	c1
1.663	0.463	1.881	1.117	c1
1.655	0.462	1.883	1.124	c1
1.647	0.461	1.906	1.13	c1
1.639	0.461	1.873	1.138	c1
1.426	0.461	1.868	1.145	c1
1.415	0.462	1.866	1.154	c1
1.413	0.462	1.864	1.163	c1
1.603	0.463	1.861	1.172	c1
1.593	0.464	1.859	1.185	c1
1.38	0.465	1.853	1.195	c1
1.371	0.466	1.851	1.205	c1
1.363	0.467	1.846	1.215	c1
1.355	0.469	1.846	0.567	c1
1.347	0.471	1.84	1.233	c1
1.34	0.472	1.837	1.242	c1
1.332	0.474	1.834	1.251	c1
1.515	0.476	1.831	1.26	c1
1.505	0.478	1.828	1.27	c1
1.494	0.479	1.825	1.277	c1
1.484	0.481	1.822	1.286	c1
1.473	0.482	1.819	1.296	c1
1.464	0.484	1.816	1.308	c1
1.454	0.486	1.813	1.314	c1
1.444	0.488	1.807	1.327	c1
1.434	0.49	1.804	0.817	c1
1.424	0.492	1.8	0.825	c1
1.415	0.494	1.798	0.83	c1
1.406	0.497	1.795	0.838	c3
1.397	0.499	1.792	0.846	c3
1.387	0.502	1.789	0.855	c3
1.377	0.505	1.785	0.861	c3
1.366	0.508	1.781	0.572	c3
1.354	0.512	1.776	0.578	c3
1.34	0.517	1.77	0.579	c3
1.326	0.523	1.764	0.584	c3
1.311	0.528	1.758	0.934	c3
1.298	0.534	1.751	0.595	c3
1.279	0.541	1.743	0.604	c3
1.262	0.549	1.735	1.526	c3
1.245	0.556	1.727	0.625	c3
1.227	0.565	1.719	0.626	c3
1.209	0.571	1.711	1.579	c3
1.192	0.579	1.703	0.64	c3
1.174	0.587	1.695	1.621	c3
1.156	0.595	1.686	1.641	c3
1.141	0.603	1.677	1.658	c3
1.122	0.611	1.668	1.675	c3
1.103	0.619	1.658	0.68	c3
1.084	0.627	1.649	1.72	c3
1.065	0.636	1.64	0.697	c3
1.043	0.645	1.63	0.706	c3
1.024	0.651	1.622	0.707	c3
1.006	0.662	1.613	0.719	c3
0.988	0.67	1.604	0.724	c3
0.97	0.678	1.595	0.782	c3
0.952	0.687	1.586	1.869	c3
0.933	0.696	1.576	1.358	c3
0.915	0.705	1.567	1.907	c3
0.897	0.714	1.555	1.927	c2
0.878	0.722	1.552	1.41	c2
0.86	0.73	1.537	1.416	c2
0.843	0.738	1.525	0.809	c2
0.825	0.746	1.513	0.804	c2
0.809	0.753	1.504	0.814	c2
0.794	0.759	1.494	0.82	c2
0.785	0.762	1.495	1.492	c2
0.784	0.76	1.498	0.847	c2
0.787	0.759	1.503	0.843	c2
0.788	0.758	1.505	0.846	c2
0.789	0.758	1.505	0.845	c2
0.788	0.758	1.502	0.841	c2
0.788	0.758	1.502	0.841	c2
0.791	0.758	1.502	0.843	c2
0.791	0.757	1.502	0.841	c2
0.789	0.757	1.503	0.842	c2
0.785	0.759	1.504	0.825	c2
0.784	0.758	1.501	0.792	c2
0.783	0.766	1.502	0.79	c2
0.783	0.76	1.502	0.789	c2
0.782	0.759	1.506	0.788	c2
0.782	0.759	1.504	0.787	c2
0.781	0.755	1.504	0.785	c2
0.78	0.755	1.505	0.78	c2
0.779	0.754	1.506	0.778	c2
0.777	0.754	1.507	0.776	c2
0.776	0.754	1.512	0.777	c2
0.775	0.757	1.514	5	c2
0.774	0.757	1.515	0.773	c2
0.774	0.76	1.517	0.766	c2
0.773	0.764	1.521	0.76	c2
0.776	0.794	1.524	0.754	c2
0.778	0.803	1.535	0.751	c2
0.783	0.763	1.546	0.745	c2
0.826	0.795	1.539	0.743	c2
0.776	0.792	1.535	0.74	c2
0.775	0.769	1.557	0.738	c2
0.775	0.789	1.561	0.739	c2
0.778	0.805	1.558	0.735	c2
0.778	0.775	1.578	0.73	c2
0.784	0.768	1.605	0.728	c2
0.805	0.765	2.912	0.726	c2
1.529	0.762	1.593	0.724	c3
1.531	0.758	1.591	0.723	c3
0.791	0.756	1.597	0.722	c2
1.532	0.753	1.588	0.722	c3
1.53	0.752	1.599	0.723	c3
1.529	0.751	1.592	0.724	c3
1.528	0.751	1.578	0.725	c3
1.528	0.751	1.584	0.726	c3
1.527	0.75	1.595	0.727	c3
1.527	0.75	1.594	0.727	c3
1.525	0.75	1.578	0.729	c3
1.521	0.748	1.577	0.733	c3
1.514	0.745	1.581	0.74	c3
1.504	0.742	1.575	0.749	c3
1.493	0.738	1.567	0.76	c3
1.48	0.732	1.557	0.774	c3
1.465	0.726	1.547	0.788	c3
1.45	0.72	1.555	0.803	c3
1.433	0.714	2.959	0.82	c3
1.416	0.706	1.522	0.837	c3
1.397	0.7	2.97	0.855	c3
1.379	0.693	1.444	0.873	c3
1.361	0.686	2.987	0.892	c3
1.342	0.679	1.381	0.91	c3
1.323	0.673	1.384	0.929	c3
1.304	0.666	1.343	0.947	c3
1.285	0.658	1.321	0.966	c3
1.267	0.652	1.302	0.985	c3
1.248	0.645	1.283	1.004	c3
1.229	0.638	1.27	1.023	c3
1.209	0.631	1.25	1.042	c3
1.19	0.624	1.227	1.061	c3
1.17	0.617	1.208	1.08	c3
1.151	0.609	1.188	1.099	c3
1.132	0.602	3.093	1.118	c3
1.114	0.595	3.109	1.136	c3
1.096	0.587	1.157	1.155	c3
1.078	0.58	1.139	1.172	c3
1.06	0.573	1.096	1.19	c3
1.042	0.566	1.281	1.208	c3
1.024	0.559	1.084	1.226	c3
1.006	0.551	1.063	1.245	c3
0.987	0.544	1.048	1.263	c3
0.969	0.536	1.026	1.281	c3
0.715	0.529	1.011	1.299	c2
0.677	0.522	0.99	1.318	c2
0.651	0.514	0.971	1.336	c2
0.628	0.506	0.953	1.355	c2
0.606	0.498	0.934	1.373	c2
0.591	0.49	0.918	1.39	c2
0.585	0.484	0.882	1.406	c2
0.573	0.478	0.874	1.415	c2
0.835	0.479	0.871	1.415	c2
0.837	0.483	0.881	1.413	c2
0.839	0.482	0.883	1.413	c2
0.839	0.481	0.904	1.412	c2
0.839	0.479	0.904	1.412	c2
0.837	0.476	0.909	1.412	c2
0.831	0.475	0.909	1.412	c2
0.834	0.47	3.245	1.412	c2
0.834	0.47	3.245	1.412	c2
0.831	0.469	3.246	1.412	c2
0.831	0.468	2.647	1.412	c2
0.527	0.466	2.648	1.412	c2
0.832	0.464	2.648	1.414	c2
0.836	0.462	2.651	1.409	c2
0.839	0.46	2.648	1.408	c2
0.842	0.455	3.245	1.408	c2
0.843	0.456	0.906	1.407	c2
0.843	0.454	2.649	1.407	c2
0.841	0.453	0.916	1.41	c2
0.838	0.451	2.642	1.411	c2
0.838	0.449	2.643	1.41	c2
0.838	0.447	2.644	1.41	c2
0.834	0.445	2.644	1.417	c2
0.837	0.443	2.646	1.416	c2
0.845	0.441	2.647	1.413	c2
0.846	0.439	2.648	1.414	c2
0.845	0.437	2.65	1.414	c2
0.845	0.435	2.653	1.415	c2
0.846	0.433	1.496	1.416	c2
0.847	0.431	2.658	0.802	c2
0.836	0.428	1.482	0.797	c2
0.835	0.425	1.475	0.796	c2
0.834	0.423	1.469	0.795	c2
0.834	0.42	1.466	0.797	c2
0.842	0.417	2.665	0.479	c2
0.841	0.415	2.671	0.47	c2
0.841	0.414	2.671	0.461	c2
0.844	0.412	2.676	0.456	c2
0.843	0.411	1.489	0.451	c2
0.831	0.413	1.483	0.45	c2
0.827	0.414	1.477	0.446	c2
0.826	0.413	1.448	0.445	c2
0.825	0.408	1.444	0.438	c2
0.826	0.408	1.448	0.432	c2
0.828	0.408	1.443	0.428	c2
0.83	0.411	1.462	0.429	c2
0.829	0.423	1.465	0.428	c2
0.828	0.441	1.445	0.417	c2
0.83	0.467	1.442	0.408	c2
0.836	0.418	1.438	0.402	c2
0.84	0.419	1.439	0.398	c2
5	0.427	1.439	0.396	c1
0.828	0.484	1.458	0.393	c2
0.827	0.999	1.45	0.408	c2
0.83	0.431	1.449	0.387	c2
0.832	0.433	1.444	0.387	c2
0.835	0.434	1.444	0.387	c2
0.835	0.43	1.444	0.386	c2
0.835	0.43	1.444	0.385	c2
0.835	0.43	1.445	0.385	c2
0.839	0.428	1.442	0.384	c2
0.852	0.431	1.442	0.382	c2
0.856	0.432	1.443	0.381	c2
3.332	0.433	1.443	0.38	c1
3.333	0.437	1.444	0.379	c1
3.334	0.442	1.445	0.378	c1
3.334	0.453	1.448	0.377	c1
3.335	0.817	1.448	0.374	c3
3.334	0.818	1.448	0.378	c3
3.334	0.801	1.448	0.378	c3
3.333	0.818	1.448	0.375	c3
3.332	0.814	1.448	0.376	c3
3.329	0.817	1.449	0.382	c3
3.323	0.81	1.452	0.388	c3
3.314	0.803	1.456	0.397	c3
3.302	0.799	1.46	0.408	c3
3.288	0.79	1.466	0.421	c3
3.271	0.783	1.473	0.436	c3
3.256	0.78	1.479	0.451	c3
3.242	0.77	1.486	0.467	c3
3.224	0.762	1.494	0.485	c3
3.203	0.754	1.502	0.503	c3
3.188	0.591	1.51	0.521	c3
3.168	0.741	1.518	0.54	c3
3.149	0.632	1.526	0.559	c3
3.129	0.654	1.534	0.579	c3
3.11	0.715	1.542	0.598	c3
0.881	0.707	1.551	0.617	c2
3.071	0.699	1.559	0.636	c3
3.051	0.691	1.567	0.656	c3
3.031	0.683	1.576	0.676	c3
3.012	0.675	1.584	0.695	c3
2.994	0.668	1.592	0.714	c3
2.973	0.661	1.6	0.731	c3
2.957	0.654	1.607	0.748	c3
2.94	0.648	1.614	0.764	c3
0.811	0.641	1.621	0.781	c2
0.795	0.638	1.628	0.797	c2
0.778	0.648	1.635	0.812	c2
0.781	0.636	1.642	0.829	c2
2.859	0.629	1.649	0.844	c3
0.749	0.62	1.655	0.859	c2
2.835	0.612	1.661	0.872	c3
2.829	0.608	1.665	0.878	c3
2.828	0.607	1.666	0.879	c3
2.828	0.604	1.666	0.879	c3
2.827	0.607	1.665	0.881	c3
2.826	0.608	1.665	0.882	c3
2.825	0.607	1.666	0.883	c3
2.823	0.607	1.666	0.885	c3
2.821	0.606	1.667	0.886	c3
2.819	0.606	1.668	0.889	c3
2.817	0.606	1.668	0.891	c3
2.815	0.605	1.669	0.893	c3
2.813	0.605	1.67	0.895	c3
2.809	0.6	1.672	0.9	c3
2.801	0.599	1.675	0.907	c3
2.791	0.6	1.679	0.917	c3
2.78	0.597	1.683	0.929	c3
2.767	0.592	1.688	0.942	c3
2.752	0.589	1.694	0.957	c3
2.736	0.587	1.703	0.973	c3
2.719	0.58	1.71	0.99	c3
2.702	0.575	1.714	1.007	c3
2.684	0.565	1.721	1.025	c3
2.665	0.562	1.728	1.043	c3
2.647	0.558	1.735	1.061	c3
2.628	0.558	1.745	1.083	c3
2.609	0.575	1.75	1.1	c3
2.589	0.538	1.757	1.119	c3
2.569	0.529	1.765	1.139	c3
2.55	0.523	1.772	1.158	c3
2.53	0.512	1.779	1.178	c3
2.51	0.512	1.787	1.197	c3
